NM_B1_1
      Zeit;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;
         s;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;
   X-Achse;   1.Kanal;   2.Kanal;   3.Kanal;   4.Kanal;   5.Kanal;   6.Kanal;   7.Kanal;   8.Kanal;   9.Kanal;  10.Kanal;  11.Kanal;  12.Kanal;  13.Kanal;  14.Kanal;  15.Kanal;
34.3777;0.0245;0.0063;0.3162;0.0364;0.0103;0.5550;0.0141;0.0173;0.6704;0.0089;0.0131;0.5694;-0.0446;-0.0079;0.3273;
34.3826;0.0274;0.0134;0.3463;0.0389;0.0112;0.6120;0.0142;0.0135;0.7368;0.0105;0.0129;0.6260;-0.0454;-0.0026;0.3656;
34.3875;0.0299;0.0091;0.3795;0.0384;0.0121;0.6510;0.0132;0.0210;0.7798;0.0114;0.0145;0.6694;-0.0470;-0.0051;0.3899;
34.3924;0.0305;0.0077;0.3953;0.0402;0.0085;0.6758;0.0132;0.0174;0.8070;0.0120;0.0147;0.6893;-0.0481;-0.0026;0.4018;
34.3973;0.0305;0.0058;0.3961;0.0411;0.0054;0.6804;0.0140;0.0135;0.8174;0.0119;0.0140;0.6919;-0.0468;-0.0016;0.3956;
34.4021;0.0298;0.0022;0.3861;0.0397;0.0062;0.6647;0.0137;0.0190;0.8036;0.0115;0.0154;0.6775;-0.0464;-0.0063;0.3828;
34.4070;0.0294;0.0077;0.3684;0.0389;0.0089;0.6306;0.0138;0.0157;0.7636;0.0113;0.0154;0.6449;-0.0466;-0.0012;0.3727;
34.4119;0.0271;0.0063;0.3416;0.0375;0.0087;0.5743;0.0146;0.0161;0.7028;0.0114;0.0160;0.6042;-0.0434;-0.0029;0.3491;
34.4168;0.0253;0.0038;0.2929;0.0359;0.0076;0.5033;0.0157;0.0157;0.6307;0.0096;0.0153;0.5413;-0.0400;-0.0059;0.3141;
34.4217;0.0223;0.0088;0.2402;0.0352;0.0108;0.4171;0.0180;0.0102;0.5437;0.0087;0.0149;0.4678;-0.0372;-0.0030;0.2644;
34.4266;0.0191;0.0066;0.1865;0.0332;0.0154;0.3238;0.0174;0.0158;0.4336;0.0071;0.0158;0.3756;-0.0328;-0.0074;0.2191;
34.4314;0.0157;0.0057;0.1355;0.0292;0.0168;0.2224;0.0173;0.0155;0.3113;0.0062;0.0179;0.2739;-0.0294;-0.0076;0.1659;
34.4363;0.0113;0.0021;0.0736;0.0261;0.0147;0.1167;0.0188;0.0087;0.1859;0.0044;0.0183;0.1626;-0.0243;-0.0074;0.0972;
34.4412;0.0081;-0.0054;0.0041;0.0248;0.0130;0.0079;0.0186;0.0109;0.0624;0.0017;0.0188;0.0450;-0.0196;-0.0112;0.0222;
34.4461;0.0051;0.0006;-0.0562;0.0227;0.0164;-0.1040;0.0198;0.0082;-0.0683;-0.0005;0.0220;-0.0704;-0.0130;-0.0075;-0.0479;
34.4510;0.0015;0.0018;-0.1145;0.0196;0.0210;-0.2124;0.0211;0.0080;-0.2041;-0.0012;0.0216;-0.1860;-0.0079;-0.0074;-0.1025;
34.4559;0.0006;-0.0001;-0.1738;0.0176;0.0214;-0.3214;0.0230;0.0091;-0.3284;-0.0011;0.0198;-0.2881;-0.0037;-0.0118;-0.1617;
34.4607;-0.0019;0.0001;-0.2413;0.0163;0.0204;-0.4213;0.0248;0.0018;-0.4371;-0.0021;0.0187;-0.3870;0.0022;-0.0104;-0.2196;
34.4656;-0.0035;-0.0040;-0.2985;0.0188;0.0209;-0.5097;0.0289;0.0034;-0.5365;-0.0018;0.0228;-0.4725;0.0073;-0.0114;-0.2720;
34.4705;-0.0049;-0.0048;-0.3383;0.0157;0.0240;-0.5824;0.0285;0.0059;-0.6281;-0.0017;0.0262;-0.5473;0.0126;-0.0091;-0.3071;
34.4754;-0.0066;-0.0036;-0.3689;0.0162;0.0235;-0.6411;0.0298;0.0030;-0.7015;-0.0026;0.0264;-0.6091;0.0153;-0.0077;-0.3357;
34.4803;-0.0068;-0.0096;-0.3925;0.0167;0.0211;-0.6811;0.0318;0.0025;-0.7497;-0.0025;0.0232;-0.6536;0.0179;-0.0140;-0.3696;
34.4852;-0.0080;-0.0066;-0.4100;0.0167;0.0197;-0.6995;0.0326;-0.0010;-0.7762;-0.0032;0.0230;-0.6875;0.0203;-0.0117;-0.3916;
34.4900;-0.0061;-0.0031;-0.4058;0.0172;0.0219;-0.7026;0.0321;-0.0002;-0.7866;-0.0025;0.0256;-0.6986;0.0209;-0.0088;-0.3993;
34.4949;-0.0063;-0.0052;-0.3937;0.0171;0.0236;-0.6851;0.0323;0.0046;-0.7797;-0.0026;0.0255;-0.6919;0.0217;-0.0117;-0.3878;
34.4998;-0.0051;-0.0040;-0.3758;0.0175;0.0220;-0.6564;0.0334;-0.0010;-0.7468;-0.0005;0.0225;-0.6610;0.0188;-0.0114;-0.3717;
34.5047;-0.0038;-0.0084;-0.3560;0.0181;0.0200;-0.6098;0.0314;0.0003;-0.6882;-0.0001;0.0210;-0.6136;0.0173;-0.0146;-0.3489;
34.5096;-0.0024;-0.0084;-0.3246;0.0190;0.0191;-0.5471;0.0305;0.0047;-0.6151;-0.0010;0.0230;-0.5535;0.0141;-0.0118;-0.3110;
34.5145;-0.0017;-0.0016;-0.2758;0.0195;0.0209;-0.4717;0.0285;0.0045;-0.5297;0.0003;0.0255;-0.4720;0.0094;-0.0056;-0.2623;
34.5193;-0.0004;-0.0052;-0.2218;0.0192;0.0185;-0.3788;0.0274;0.0065;-0.4285;0.0007;0.0223;-0.3844;0.0038;-0.0115;-0.2054;
34.5242;0.0009;-0.0012;-0.1650;0.0206;0.0176;-0.2785;0.0255;0.0031;-0.3087;-0.0005;0.0187;-0.2831;-0.0030;-0.0112;-0.1565;
34.5291;0.0033;0.0030;-0.1046;0.0214;0.0176;-0.1668;0.0221;0.0041;-0.1828;-0.0009;0.0176;-0.1807;-0.0076;-0.0081;-0.0996;
34.5340;0.0057;0.0016;-0.0324;0.0231;0.0181;-0.0510;0.0193;0.0126;-0.0559;0.0005;0.0194;-0.0714;-0.0135;-0.0102;-0.0347;
34.5389;0.0079;0.0053;0.0379;0.0247;0.0164;0.0626;0.0190;0.0084;0.0714;0.0023;0.0210;0.0421;-0.0190;-0.0049;0.0322;
34.5438;0.0121;0.0002;0.0987;0.0255;0.0113;0.1738;0.0168;0.0097;0.2023;0.0023;0.0176;0.1533;-0.0246;-0.0084;0.0962;
34.5486;0.0151;0.0000;0.1558;0.0296;0.0119;0.2755;0.0156;0.0126;0.3307;0.0045;0.0163;0.2648;-0.0311;-0.0101;0.1524;
34.5535;0.0188;0.0085;0.2101;0.0321;0.0139;0.3730;0.0151;0.0120;0.4447;0.0061;0.0169;0.3660;-0.0345;-0.0035;0.2160;
34.5584;0.0208;0.0072;0.2644;0.0346;0.0142;0.4574;0.0152;0.0184;0.5443;0.0081;0.0177;0.4611;-0.0380;-0.0052;0.2733;
34.5633;0.0246;0.0075;0.3073;0.0363;0.0105;0.5316;0.0144;0.0148;0.6346;0.0106;0.0152;0.5407;-0.0413;-0.0045;0.3206;
34.5682;0.0277;0.0080;0.3394;0.0382;0.0075;0.5911;0.0159;0.0118;0.7111;0.0118;0.0133;0.6036;-0.0436;-0.0025;0.3510;
34.5731;0.0288;0.0047;0.3670;0.0388;0.0089;0.6389;0.0144;0.0182;0.7644;0.0126;0.0146;0.6489;-0.0461;-0.0049;0.3734;
34.5779;0.0306;0.0079;0.3886;0.0400;0.0097;0.6690;0.0137;0.0164;0.7971;0.0126;0.0159;0.6760;-0.0473;0.0005;0.3918;
34.5828;0.0312;0.0056;0.3998;0.0401;0.0066;0.6776;0.0146;0.0176;0.8079;0.0124;0.0165;0.6879;-0.0474;-0.0002;0.3966;
34.5877;0.0318;0.0016;0.3890;0.0402;0.0049;0.6680;0.0147;0.0171;0.8025;0.0123;0.0142;0.6807;-0.0476;-0.0048;0.3915;
34.5926;0.0289;0.0092;0.3698;0.0411;0.0067;0.6365;0.0147;0.0140;0.7747;0.0119;0.0148;0.6586;-0.0465;-0.0010;0.3739;
34.5975;0.0271;0.0088;0.3419;0.0378;0.0113;0.5897;0.0144;0.0190;0.7235;0.0116;0.0149;0.6172;-0.0443;-0.0049;0.3566;
34.6024;0.0257;0.0098;0.3073;0.0362;0.0132;0.5242;0.0152;0.0172;0.6523;0.0090;0.0144;0.5635;-0.0417;-0.0039;0.3277;
34.6072;0.0219;0.0088;0.2614;0.0342;0.0113;0.4441;0.0154;0.0120;0.5672;0.0073;0.0146;0.4938;-0.0400;-0.0048;0.2838;
34.6121;0.0185;0.0022;0.2061;0.0313;0.0101;0.3573;0.0147;0.0159;0.4686;0.0068;0.0155;0.4039;-0.0363;-0.0083;0.2336;
34.6170;0.0158;0.0063;0.1536;0.0292;0.0140;0.2574;0.0154;0.0126;0.3543;0.0039;0.0183;0.3053;-0.0322;-0.0030;0.1746;
34.6219;0.0119;0.0034;0.0966;0.0269;0.0162;0.1578;0.0171;0.0122;0.2297;0.0026;0.0190;0.1936;-0.0285;-0.0045;0.1162;
34.6268;0.0089;0.0002;0.0355;0.0241;0.0152;0.0468;0.0180;0.0109;0.1010;0.0020;0.0175;0.0832;-0.0223;-0.0082;0.0463;
34.6317;0.0061;0.0016;-0.0329;0.0238;0.0152;-0.0644;0.0200;0.0047;-0.0274;0.0007;0.0186;-0.0321;-0.0151;-0.0060;-0.0201;
34.6365;0.0042;-0.0005;-0.0987;0.0224;0.0168;-0.1777;0.0218;0.0085;-0.1561;0.0002;0.0199;-0.1442;-0.0098;-0.0077;-0.0837;
34.6414;0.0030;0.0009;-0.1599;0.0217;0.0207;-0.2860;0.0243;0.0076;-0.2824;-0.0001;0.0212;-0.2487;-0.0033;-0.0087;-0.1421;
34.6463;0.0002;-0.0011;-0.2203;0.0202;0.0213;-0.3876;0.0263;0.0028;-0.3990;0.0010;0.0208;-0.3493;0.0027;-0.0090;-0.1945;
34.6512;-0.0019;-0.0079;-0.2736;0.0184;0.0193;-0.4803;0.0282;0.0046;-0.5043;-0.0001;0.0198;-0.4379;0.0064;-0.0148;-0.2504;
34.6561;-0.0031;-0.0051;-0.3223;0.0192;0.0207;-0.5541;0.0291;0.0015;-0.5951;-0.0010;0.0223;-0.5223;0.0120;-0.0095;-0.2933;
34.6610;-0.0045;-0.0036;-0.3545;0.0163;0.0226;-0.6166;0.0303;0.0032;-0.6700;-0.0013;0.0249;-0.5885;0.0149;-0.0084;-0.3345;
34.6658;-0.0061;-0.0063;-0.3796;0.0177;0.0225;-0.6584;0.0299;0.0049;-0.7303;-0.0035;0.0239;-0.6411;0.0176;-0.0119;-0.3618;
34.6707;-0.0078;-0.0047;-0.3976;0.0155;0.0217;-0.6872;0.0313;-0.0028;-0.7661;-0.0041;0.0210;-0.6779;0.0190;-0.0104;-0.3840;
34.6756;-0.0077;-0.0087;-0.4038;0.0158;0.0221;-0.6990;0.0312;0.0002;-0.7806;-0.0046;0.0216;-0.6912;0.0189;-0.0134;-0.3964;
34.6805;-0.0064;-0.0074;-0.4027;0.0147;0.0216;-0.6899;0.0301;0.0025;-0.7782;-0.0039;0.0245;-0.6910;0.0197;-0.0096;-0.3887;
34.6854;-0.0063;-0.0040;-0.3848;0.0175;0.0229;-0.6691;0.0326;0.0014;-0.7546;-0.0038;0.0264;-0.6648;0.0185;-0.0067;-0.3763;
34.6903;-0.0047;-0.0080;-0.3654;0.0185;0.0213;-0.6270;0.0309;0.0045;-0.7064;-0.0028;0.0225;-0.6251;0.0162;-0.0143;-0.3484;
34.6951;-0.0042;-0.0054;-0.3333;0.0183;0.0214;-0.5710;0.0298;0.0003;-0.6386;-0.0025;0.0201;-0.5679;0.0132;-0.0134;-0.3185;
34.7000;-0.0022;-0.0019;-0.2908;0.0197;0.0220;-0.4945;0.0290;0.0025;-0.5566;-0.0012;0.0212;-0.4992;0.0107;-0.0109;-0.2787;
34.7049;-0.0005;-0.0030;-0.2383;0.0201;0.0207;-0.4039;0.0266;0.0081;-0.4596;-0.0004;0.0232;-0.4181;0.0047;-0.0109;-0.2277;
34.7098;0.0015;0.0002;-0.1780;0.0208;0.0187;-0.3083;0.0251;0.0031;-0.3489;0.0001;0.0223;-0.3201;0.0015;-0.0061;-0.1769;
34.7147;0.0036;-0.0024;-0.1208;0.0226;0.0161;-0.1991;0.0223;0.0045;-0.2262;-0.0009;0.0194;-0.2204;-0.0051;-0.0091;-0.1183;
34.7196;0.0053;-0.0027;-0.0536;0.0224;0.0156;-0.0920;0.0214;0.0096;-0.0987;-0.0003;0.0185;-0.1079;-0.0111;-0.0091;-0.0602;
34.7244;0.0083;0.0029;0.0098;0.0240;0.0156;0.0247;0.0192;0.0078;0.0292;0.0009;0.0202;0.0026;-0.0175;-0.0037;0.0107;
34.7293;0.0115;0.0006;0.0746;0.0273;0.0146;0.1310;0.0194;0.0143;0.1586;0.0028;0.0200;0.1195;-0.0232;-0.0067;0.0761;
34.7342;0.0161;0.0031;0.1326;0.0302;0.0129;0.2371;0.0190;0.0121;0.2850;0.0045;0.0179;0.2294;-0.0280;-0.0058;0.1379;
34.7391;0.0189;0.0084;0.1880;0.0310;0.0134;0.3358;0.0173;0.0114;0.4046;0.0060;0.0158;0.3324;-0.0315;-0.0054;0.1984;
34.7440;0.0215;0.0072;0.2444;0.0343;0.0153;0.4264;0.0164;0.0191;0.5105;0.0075;0.0145;0.4287;-0.0370;-0.0091;0.2520;
34.7489;0.0243;0.0094;0.2917;0.0353;0.0119;0.5078;0.0161;0.0153;0.6024;0.0090;0.0142;0.5083;-0.0402;-0.0036;0.3024;
34.7537;0.0263;0.0041;0.3330;0.0375;0.0067;0.5717;0.0143;0.0170;0.6817;0.0095;0.0177;0.5788;-0.0432;-0.0042;0.3341;
34.7586;0.0277;0.0024;0.3599;0.0386;0.0059;0.6244;0.0136;0.0167;0.7449;0.0099;0.0164;0.6260;-0.0460;-0.0036;0.3624;
34.7635;0.0288;0.0097;0.3834;0.0370;0.0084;0.6575;0.0135;0.0154;0.7843;0.0088;0.0159;0.6634;-0.0480;0.0021;0.3809;
34.7684;0.0284;0.0081;0.3938;0.0379;0.0104;0.6721;0.0129;0.0208;0.8031;0.0099;0.0137;0.6813;-0.0495;-0.0033;0.3946;
34.7733;0.0282;0.0078;0.3881;0.0376;0.0089;0.6668;0.0123;0.0175;0.8013;0.0096;0.0132;0.6823;-0.0486;-0.0030;0.3958;
34.7782;0.0282;0.0063;0.3731;0.0383;0.0069;0.6398;0.0147;0.0149;0.7815;0.0107;0.0155;0.6682;-0.0471;-0.0011;0.3822;
34.7830;0.0277;0.0034;0.3452;0.0381;0.0070;0.6002;0.0137;0.0197;0.7392;0.0098;0.0169;0.6302;-0.0453;-0.0047;0.3660;
34.7879;0.0257;0.0089;0.3185;0.0370;0.0121;0.5409;0.0148;0.0177;0.6735;0.0100;0.0158;0.5826;-0.0434;-0.0024;0.3374;
34.7928;0.0228;0.0085;0.2760;0.0343;0.0127;0.4731;0.0143;0.0159;0.5936;0.0083;0.0129;0.5124;-0.0396;-0.0063;0.2988;
34.7977;0.0210;0.0043;0.2278;0.0331;0.0120;0.3884;0.0162;0.0155;0.5008;0.0061;0.0132;0.4301;-0.0363;-0.0100;0.2455;
34.8026;0.0180;0.0040;0.1750;0.0315;0.0117;0.2946;0.0176;0.0111;0.3918;0.0053;0.0176;0.3337;-0.0326;-0.0039;0.1898;
34.8075;0.0148;-0.0003;0.1173;0.0293;0.0110;0.1954;0.0168;0.0140;0.2707;0.0039;0.0202;0.2275;-0.0265;-0.0041;0.1340;
34.8123;0.0114;0.0012;0.0566;0.0269;0.0149;0.0839;0.0186;0.0110;0.1452;0.0019;0.0187;0.1203;-0.0228;-0.0051;0.0693;
34.8172;0.0074;0.0019;-0.0138;0.0253;0.0169;-0.0279;0.0194;0.0068;0.0187;0.0016;0.0163;0.0074;-0.0176;-0.0078;0.0059;
34.8221;0.0051;-0.0027;-0.0789;0.0233;0.0173;-0.1432;0.0224;0.0095;-0.1106;0.0007;0.0176;-0.0992;-0.0117;-0.0118;-0.0597;
34.8270;0.0032;-0.0010;-0.1421;0.0222;0.0182;-0.2509;0.0247;0.0062;-0.2379;-0.0005;0.0224;-0.2091;-0.0063;-0.0066;-0.1163;
34.8319;-0.0003;-0.0041;-0.1999;0.0199;0.0176;-0.3541;0.0254;0.0075;-0.3595;-0.0002;0.0242;-0.3123;0.0004;-0.0066;-0.1733;
34.8368;-0.0016;-0.0058;-0.2554;0.0184;0.0199;-0.4459;0.0263;0.0059;-0.4659;-0.0012;0.0211;-0.4083;0.0039;-0.0128;-0.2315;
34.8416;-0.0047;-0.0005;-0.3041;0.0184;0.0238;-0.5238;0.0272;-0.0001;-0.5617;-0.0027;0.0185;-0.4959;0.0087;-0.0122;-0.2809;
34.8465;-0.0063;-0.0029;-0.3380;0.0155;0.0249;-0.5911;0.0282;0.0050;-0.6439;-0.0049;0.0206;-0.5662;0.0112;-0.0145;-0.3236;
34.8514;-0.0073;-0.0051;-0.3668;0.0135;0.0217;-0.6384;0.0274;0.0033;-0.7086;-0.0060;0.0229;-0.6262;0.0153;-0.0107;-0.3521;
34.8563;-0.0082;-0.0061;-0.3878;0.0140;0.0195;-0.6763;0.0286;-0.0008;-0.7509;-0.0063;0.0254;-0.6625;0.0149;-0.0085;-0.3766;
34.8612;-0.0093;-0.0107;-0.4032;0.0136;0.0206;-0.6946;0.0301;0.0035;-0.7728;-0.0056;0.0236;-0.6833;0.0174;-0.0139;-0.3880;
34.8661;-0.0081;-0.0053;-0.4052;0.0152;0.0242;-0.6941;0.0299;0.0005;-0.7765;-0.0049;0.0227;-0.6853;0.0188;-0.0109;-0.3874;
34.8709;-0.0076;-0.0043;-0.3926;0.0168;0.0250;-0.6777;0.0316;0.0028;-0.7593;-0.0028;0.0227;-0.6667;0.0191;-0.0111;-0.3746;
34.8758;-0.0043;-0.0080;-0.3739;0.0182;0.0216;-0.6399;0.0329;0.0041;-0.7204;-0.0015;0.0243;-0.6345;0.0179;-0.0127;-0.3527;
34.8807;-0.0027;-0.0056;-0.3432;0.0194;0.0193;-0.5876;0.0328;-0.0007;-0.6592;-0.0016;0.0242;-0.5852;0.0154;-0.0070;-0.3303;
34.8856;-0.0011;-0.0059;-0.3024;0.0199;0.0212;-0.5151;0.0300;0.0056;-0.5822;-0.0004;0.0224;-0.5234;0.0126;-0.0111;-0.2915;
34.8905;-0.0011;-0.0042;-0.2495;0.0214;0.0223;-0.4322;0.0281;0.0056;-0.4912;0.0004;0.0208;-0.4455;0.0083;-0.0107;-0.2464;
34.8954;0.0020;-0.0019;-0.1938;0.0214;0.0202;-0.3359;0.0267;0.0030;-0.3857;0.0006;0.0204;-0.3551;0.0032;-0.0079;-0.1959;
34.9002;0.0044;-0.0073;-0.1381;0.0230;0.0150;-0.2344;0.0254;0.0088;-0.2664;0.0010;0.0213;-0.2550;-0.0029;-0.0097;-0.1409;
34.9051;0.0062;-0.0014;-0.0782;0.0238;0.0156;-0.1285;0.0232;0.0068;-0.1404;0.0010;0.0223;-0.1452;-0.0086;-0.0040;-0.0794;
34.9100;0.0088;0.0027;-0.0156;0.0244;0.0173;-0.0181;0.0204;0.0101;-0.0147;0.0013;0.0207;-0.0331;-0.0160;-0.0053;-0.0096;
34.9149;0.0105;0.0016;0.0499;0.0255;0.0189;0.0896;0.0185;0.0143;0.1126;0.0023;0.0182;0.0830;-0.0219;-0.0097;0.0571;
34.9198;0.0141;0.0059;0.1092;0.0284;0.0161;0.1974;0.0168;0.0100;0.2408;0.0027;0.0163;0.1926;-0.0267;-0.0059;0.1210;
34.9246;0.0157;0.0025;0.1679;0.0302;0.0125;0.2998;0.0158;0.0143;0.3622;0.0050;0.0184;0.2988;-0.0316;-0.0061;0.1775;
34.9295;0.0192;0.0042;0.2249;0.0329;0.0114;0.3957;0.0143;0.0177;0.4725;0.0061;0.0195;0.3932;-0.0371;-0.0033;0.2315;
34.9344;0.0226;0.0085;0.2778;0.0343;0.0125;0.4807;0.0133;0.0143;0.5696;0.0061;0.0165;0.4760;-0.0402;-0.0021;0.2803;
34.9393;0.0238;0.0049;0.3217;0.0342;0.0121;0.5502;0.0128;0.0172;0.6525;0.0078;0.0125;0.5485;-0.0435;-0.0083;0.3186;
34.9442;0.0255;0.0070;0.3517;0.0368;0.0103;0.6089;0.0126;0.0156;0.7199;0.0079;0.0116;0.6043;-0.0463;-0.0053;0.3505;
34.9491;0.0278;0.0059;0.3734;0.0373;0.0074;0.6442;0.0129;0.0160;0.7683;0.0097;0.0157;0.6478;-0.0482;-0.0005;0.3709;
34.9539;0.0300;0.0030;0.3829;0.0396;0.0061;0.6648;0.0125;0.0188;0.7959;0.0103;0.0182;0.6727;-0.0485;-0.0018;0.3885;
34.9588;0.0305;0.0064;0.3862;0.0394;0.0069;0.6619;0.0140;0.0150;0.7992;0.0113;0.0147;0.6841;-0.0483;-0.0007;0.3964;
34.9637;0.0302;0.0054;0.3755;0.0393;0.0085;0.6440;0.0149;0.0167;0.7846;0.0123;0.0116;0.6734;-0.0472;-0.0058;0.3918;
34.9686;0.0294;0.0064;0.3528;0.0399;0.0111;0.6091;0.0159;0.0174;0.7505;0.0112;0.0114;0.6431;-0.0459;-0.0072;0.3724;
34.9735;0.0286;0.0084;0.3237;0.0389;0.0099;0.5599;0.0168;0.0142;0.6968;0.0108;0.0141;0.5951;-0.0438;-0.0018;0.3409;
34.9784;0.0260;0.0039;0.2898;0.0371;0.0084;0.4981;0.0161;0.0175;0.6212;0.0096;0.0159;0.5289;-0.0394;-0.0050;0.3060;
34.9832;0.0224;0.0026;0.2489;0.0342;0.0086;0.4193;0.0169;0.0137;0.5297;0.0077;0.0147;0.4528;-0.0366;-0.0049;0.2604;
34.9881;0.0191;0.0027;0.1970;0.0316;0.0115;0.3301;0.0162;0.0109;0.4258;0.0057;0.0144;0.3611;-0.0332;-0.0053;0.2080;
34.9930;0.0149;-0.0005;0.1370;0.0284;0.0125;0.2271;0.0154;0.0134;0.3125;0.0045;0.0147;0.2614;-0.0295;-0.0084;0.1492;
34.9979;0.0117;0.0032;0.0718;0.0269;0.0136;0.1206;0.0169;0.0091;0.1905;0.0021;0.0187;0.1572;-0.0249;-0.0040;0.0895;
35.0028;0.0089;0.0022;0.0087;0.0235;0.0155;0.0055;0.0184;0.0093;0.0613;0.0004;0.0192;0.0483;-0.0203;-0.0060;0.0312;
35.0077;0.0045;0.0005;-0.0583;0.0220;0.0179;-0.1073;0.0203;0.0113;-0.0680;-0.0007;0.0178;-0.0608;-0.0138;-0.0108;-0.0308;
35.0125;0.0021;0.0034;-0.1240;0.0204;0.0209;-0.2161;0.0214;0.0060;-0.1939;-0.0017;0.0193;-0.1704;-0.0092;-0.0081;-0.0943;
35.0174;0.0004;-0.0018;-0.1827;0.0186;0.0214;-0.3204;0.0234;0.0093;-0.3138;-0.0034;0.0209;-0.2769;-0.0042;-0.0107;-0.1570;
35.0223;-0.0011;-0.0047;-0.2329;0.0175;0.0204;-0.4119;0.0254;0.0067;-0.4285;-0.0028;0.0234;-0.3779;0.0023;-0.0098;-0.2121;
35.0272;-0.0035;-0.0030;-0.2786;0.0165;0.0197;-0.4933;0.0265;0.0023;-0.5304;-0.0025;0.0240;-0.4675;0.0063;-0.0093;-0.2650;
35.0321;-0.0050;-0.0067;-0.3225;0.0161;0.0224;-0.5623;0.0272;0.0060;-0.6126;-0.0040;0.0221;-0.5455;0.0109;-0.0127;-0.3115;
35.0370;-0.0064;-0.0026;-0.3576;0.0148;0.0241;-0.6196;0.0286;0.0024;-0.6804;-0.0045;0.0214;-0.6063;0.0143;-0.0094;-0.3484;
35.0418;-0.0060;-0.0045;-0.3807;0.0152;0.0229;-0.6625;0.0301;0.0014;-0.7324;-0.0039;0.0222;-0.6481;0.0172;-0.0092;-0.3671;
35.0467;-0.0063;-0.0085;-0.3973;0.0172;0.0198;-0.6878;0.0324;0.0038;-0.7654;-0.0028;0.0246;-0.6722;0.0194;-0.0101;-0.3761;
35.0516;-0.0054;-0.0048;-0.4052;0.0182;0.0217;-0.6974;0.0331;0.0002;-0.7732;-0.0021;0.0263;-0.6777;0.0205;-0.0063;-0.3823;
35.0565;-0.0048;-0.0072;-0.4033;0.0187;0.0228;-0.6847;0.0335;0.0038;-0.7594;-0.0006;0.0227;-0.6695;0.0213;-0.0111;-0.3774;
35.0614;-0.0047;-0.0084;-0.3815;0.0192;0.0229;-0.6534;0.0335;0.0029;-0.7282;-0.0008;0.0220;-0.6424;0.0197;-0.0127;-0.3622;
35.0663;-0.0037;-0.0057;-0.3495;0.0196;0.0203;-0.6006;0.0330;-0.0013;-0.6797;0.0004;0.0222;-0.6019;0.0176;-0.0084;-0.3363;
35.0711;-0.0023;-0.0079;-0.3106;0.0191;0.0180;-0.5346;0.0314;0.0048;-0.6088;-0.0004;0.0241;-0.5471;0.0134;-0.0100;-0.3062;
35.0760;-0.0019;-0.0031;-0.2644;0.0199;0.0199;-0.4551;0.0291;0.0020;-0.5182;-0.0002;0.0225;-0.4758;0.0085;-0.0073;-0.2682;
35.0809;-0.0009;-0.0016;-0.2138;0.0191;0.0197;-0.3648;0.0253;0.0026;-0.4183;-0.0012;0.0193;-0.3893;0.0031;-0.0099;-0.2174;
35.0858;0.0015;-0.0045;-0.1553;0.0187;0.0192;-0.2691;0.0236;0.0069;-0.3071;-0.0019;0.0178;-0.2876;-0.0036;-0.0137;-0.1580;
35.0907;0.0036;0.0008;-0.0992;0.0211;0.0178;-0.1652;0.0219;0.0049;-0.1846;-0.0015;0.0206;-0.1800;-0.0102;-0.0070;-0.0939;
35.0956;0.0055;-0.0004;-0.0416;0.0227;0.0158;-0.0597;0.0190;0.0104;-0.0553;0.0001;0.0226;-0.0677;-0.0143;-0.0068;-0.0308;
35.1004;0.0081;0.0028;0.0214;0.0239;0.0161;0.0487;0.0190;0.0122;0.0725;0.0007;0.0198;0.0463;-0.0204;-0.0084;0.0354;
35.1053;0.0120;0.0062;0.0889;0.0264;0.0169;0.1584;0.0174;0.0095;0.1960;0.0020;0.0154;0.1568;-0.0258;-0.0094;0.1029;
35.1102;0.0146;0.0045;0.1519;0.0282;0.0149;0.2643;0.0168;0.0136;0.3167;0.0042;0.0143;0.2609;-0.0306;-0.0131;0.1591;
35.1151;0.0203;0.0081;0.2069;0.0327;0.0127;0.3675;0.0151;0.0135;0.4350;0.0051;0.0160;0.3545;-0.0332;-0.0069;0.2086;
35.1200;0.0227;0.0077;0.2601;0.0346;0.0099;0.4542;0.0156;0.0148;0.5381;0.0060;0.0180;0.4429;-0.0383;-0.0029;0.2538;
35.1249;0.0262;0.0026;0.3079;0.0359;0.0090;0.5298;0.0153;0.0166;0.6243;0.0086;0.0146;0.5182;-0.0409;-0.0062;0.3013;
35.1297;0.0274;0.0061;0.3453;0.0372;0.0075;0.5878;0.0152;0.0129;0.6930;0.0103;0.0125;0.5835;-0.0433;-0.0035;0.3404;
35.1346;0.0300;0.0036;0.3650;0.0386;0.0066;0.6275;0.0143;0.0173;0.7489;0.0103;0.0153;0.6336;-0.0461;-0.0030;0.3672;
35.1395;0.0312;0.0056;0.3732;0.0402;0.0068;0.6518;0.0150;0.0190;0.7847;0.0113;0.0174;0.6666;-0.0464;-0.0002;0.3859;
35.1444;0.0311;0.0081;0.3800;0.0402;0.0074;0.6575;0.0159;0.0160;0.7963;0.0116;0.0165;0.6821;-0.0460;0.0013;0.3953;
