NM_B1_1
      Zeit;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;
         s;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;
   X-Achse;   1.Kanal;   2.Kanal;   3.Kanal;   4.Kanal;   5.Kanal;   6.Kanal;   7.Kanal;   8.Kanal;   9.Kanal;  10.Kanal;  11.Kanal;  12.Kanal;  13.Kanal;  14.Kanal;  15.Kanal;
7.6422;-0.0065;0.1667;-1.2914;0.1606;0.0940;0.3790;0.0025;0.0320;2.8306;-0.2283;0.0334;0.5334;-0.0302;0.0785;-2.8318;
7.6471;-0.0302;-0.2528;0.5937;-0.0649;-0.3054;1.4352;-0.1678;-0.3046;0.4338;-0.1292;-0.1285;-0.8975;-0.0655;-0.0689;-0.2534;
7.6520;-0.1064;-0.2573;3.5798;-0.3112;-0.1854;0.7510;-0.0901;-0.0524;-2.0209;0.0268;0.0832;-0.2875;-0.1212;0.0972;1.0761;
7.6569;-0.0442;-0.1036;0.8113;-0.1081;-0.0301;0.5460;-0.1343;0.1017;-0.8894;-0.0659;0.2242;-1.1704;-0.0332;0.2006;0.0759;
7.6617;-0.0124;0.0148;-2.4787;0.1683;0.0860;-0.8974;0.0040;0.1375;1.1788;-0.1963;0.1629;-0.8522;0.0446;0.0782;-2.7504;
7.6666;-0.0004;0.0044;-2.1301;0.1456;0.0515;-1.8151;0.1357;-0.0763;-0.0973;-0.0175;-0.1049;-0.3120;0.0499;-0.2003;-1.2975;
7.6715;0.0189;0.0653;0.0006;-0.0379;0.0992;-1.7863;0.1352;-0.0892;-3.0708;0.2643;-0.2015;-0.4113;0.0281;-0.2797;2.4977;
7.6764;-0.0066;0.3184;0.1583;-0.0310;0.3616;-2.5745;0.2202;0.2490;-3.0511;0.2477;0.0781;-0.0312;0.0477;-0.0162;1.2875;
7.6813;0.0397;0.2399;-3.3330;0.2026;0.1872;-1.8991;0.0500;0.0957;-0.5941;-0.0596;0.1142;-1.8410;0.1507;0.0699;-1.6408;
7.6862;-0.0472;-0.0492;-2.5198;0.1223;-0.0175;-2.2027;0.0786;-0.0489;-0.4271;-0.1778;0.0389;-1.8009;0.1103;-0.0072;-3.5966;
7.6910;-0.0791;-0.3689;0.4579;-0.1612;-0.2540;-1.0050;-0.0644;-0.2704;-3.1832;-0.0373;-0.1072;-2.7532;0.0385;-0.1188;-0.5317;
7.6959;-0.1074;-0.2761;1.9726;-0.2831;-0.1221;-0.9139;-0.0827;-0.0494;-4.2202;0.0140;0.0933;-2.7267;0.0198;0.0974;0.1316;
7.7008;-0.0700;-0.0917;-0.8406;-0.0377;-0.0075;-1.4224;-0.0449;0.1219;-1.8467;-0.1584;0.2796;-2.6962;0.0873;0.2503;-2.6287;
7.7057;-0.0007;-0.0604;-3.4653;0.1811;-0.1021;-1.6780;-0.0052;-0.1121;-0.2640;-0.2031;0.0796;-2.7747;0.1523;0.0587;-3.4319;
7.7106;-0.0255;0.0292;-1.1184;0.0366;0.0415;-2.6368;0.1857;-0.1270;-2.1449;0.0559;-0.1399;-1.0530;0.0777;-0.1842;-1.1188;
7.7155;0.0265;0.1338;0.1035;-0.0605;0.1861;-1.9706;0.1284;-0.0484;-3.9807;0.2922;-0.2235;-1.1119;0.0628;-0.2753;2.6607;
7.7203;0.0111;0.3380;-0.9703;0.0599;0.3995;-2.6221;0.2187;0.2650;-2.2163;0.1651;0.0810;-0.2616;0.0822;-0.0082;0.2923;
7.7252;0.0434;0.0896;-3.6558;0.2594;0.0949;-1.8549;0.1019;0.0873;0.4108;-0.0792;0.1317;-1.1282;0.1316;0.0211;-2.1747;
7.7301;-0.0138;-0.2377;-1.6204;0.0907;-0.1853;-1.1183;0.0442;-0.1186;-0.2432;-0.0838;0.0217;-1.0949;0.0579;-0.0723;-1.6908;
7.7350;-0.0783;-0.2752;2.2338;-0.2216;-0.1560;-0.0910;-0.0328;-0.1183;-2.4860;0.0457;-0.0244;-0.9266;-0.0554;-0.0464;0.7806;
7.7399;-0.0559;-0.1010;1.9158;-0.2002;-0.0270;0.9949;-0.1712;0.0051;-1.7747;-0.0309;0.0467;-1.5575;-0.0492;0.0868;0.7612;
7.7448;-0.0514;0.0887;-0.3884;0.0331;0.0527;0.3364;-0.0715;0.1013;1.2752;-0.2455;0.1699;-0.6892;-0.0113;0.2129;-2.8845;
7.7496;0.0229;-0.0442;-1.6386;0.1427;-0.1975;0.8471;-0.0874;-0.2264;1.9304;-0.1983;-0.0433;-0.7449;0.0006;0.0051;-1.8029;
7.7545;-0.0064;-0.0008;1.5015;-0.0568;-0.0318;0.1887;0.0778;-0.0651;-0.2759;0.1143;-0.0974;1.2309;-0.0972;-0.1223;1.3652;
7.7594;0.0460;0.1633;1.7489;-0.0575;0.2130;0.5420;0.0733;0.1228;-0.8139;0.2590;-0.0568;1.6163;-0.0901;-0.1037;3.6146;
7.7643;0.0818;0.2506;-0.8558;0.1853;0.3276;0.2547;0.1072;0.3014;1.8890;0.0882;0.0898;1.9789;-0.0444;-0.0178;1.0334;
7.7692;0.0866;0.0522;-1.9804;0.2952;0.0858;0.3615;0.1214;0.1438;3.6321;-0.0590;0.0864;2.1128;-0.0315;-0.0382;-1.0135;
7.7741;0.0785;-0.1902;0.5535;0.0795;-0.2195;1.7242;-0.0022;-0.1500;1.8495;0.0522;-0.0561;1.5080;-0.0881;-0.1019;1.5020;
7.7789;0.0020;-0.0621;4.0781;-0.1863;-0.0485;2.0983;-0.0022;0.0405;0.1190;0.1403;0.0303;2.0105;-0.1655;0.0455;2.5347;
7.7838;0.0527;0.1010;2.1152;-0.0412;0.0301;3.1844;-0.1795;0.0510;1.8076;-0.0510;0.0455;0.6934;-0.1161;0.1535;1.1826;
7.7887;0.0402;0.1222;0.1668;0.1422;0.0199;2.4286;-0.0860;0.0406;4.1904;-0.2509;0.0677;1.1874;-0.0795;0.1684;-2.2687;
7.7936;0.0679;-0.1491;0.5942;0.1012;-0.2370;2.5372;-0.0746;-0.1893;3.2009;-0.1124;-0.0805;1.2594;-0.1038;-0.0365;-0.2886;
7.7985;0.0611;-0.1553;2.9580;-0.0778;-0.1494;2.0746;0.0149;-0.0619;0.6399;0.1875;-0.0285;2.1899;-0.1460;-0.0420;3.1719;
7.8034;0.0837;0.0792;2.0540;0.0115;0.1660;1.2188;0.1039;0.2694;0.9481;0.2239;0.1390;2.8337;-0.1202;0.0533;2.9868;
7.8082;0.1461;0.1814;-1.7593;0.3067;0.2147;0.9605;0.0846;0.2328;3.3971;0.0390;0.0873;2.1514;-0.0260;-0.0094;0.6657;
7.8131;0.0919;0.1428;-1.3881;0.2741;0.1346;0.1852;0.1819;0.0757;3.3996;-0.0023;-0.0385;2.6331;-0.0432;-0.1092;-0.5643;
7.8180;0.0730;-0.0409;1.2162;0.0112;-0.0980;1.3230;0.0212;-0.1677;0.5689;0.1595;-0.1964;1.4575;-0.0880;-0.1991;2.6352;
7.8229;-0.0033;0.0959;3.1570;-0.1620;0.0531;1.2268;0.0048;0.0646;-0.5548;0.1313;0.0314;1.3019;-0.1198;0.0700;2.2346;
7.8278;0.0093;0.1119;0.4318;0.0158;0.0388;1.5509;-0.1263;0.0828;1.4556;-0.1390;0.1520;-0.1746;-0.0437;0.2135;-0.8135;
7.8327;-0.0135;-0.1074;-1.0859;0.1058;-0.1314;1.1251;-0.1320;-0.0640;2.4704;-0.2902;0.0579;-0.6824;-0.0207;0.0869;-2.8814;
7.8375;-0.0588;-0.3017;0.9983;-0.0839;-0.2388;0.5154;-0.0516;-0.2016;0.0765;-0.0937;-0.0749;-0.2366;-0.0720;-0.0877;-0.7091;
7.8424;-0.0284;-0.2377;1.9272;-0.1816;-0.1345;0.3369;-0.0535;-0.0916;-2.1528;0.1327;-0.0387;-0.4219;-0.0739;-0.0839;2.3999;
7.8473;-0.0211;0.1391;-0.0518;0.0017;0.2254;-1.3004;0.1066;0.2836;-0.9401;0.0810;0.2046;0.3703;-0.0092;0.0998;0.2429;
7.8522;0.0543;0.2303;-3.7685;0.2775;0.1820;-1.5912;0.0955;0.0749;0.9167;-0.0637;0.0600;-0.5567;0.0926;-0.0088;-1.4450;
7.8571;-0.0004;0.1496;-2.2153;0.1510;0.1324;-2.3547;0.1883;-0.0454;-0.4553;0.0335;-0.1492;-0.0356;0.0575;-0.2185;-0.9975;
7.8620;-0.0237;0.0509;0.4964;-0.1008;0.0749;-1.6557;0.1010;-0.1307;-3.2199;0.1979;-0.2120;-0.7713;0.0132;-0.2376;1.7713;
7.8668;-0.0434;0.0793;0.4669;-0.1171;0.1273;-1.3394;0.0061;0.0774;-3.0237;0.0768;0.0648;-1.6222;0.0439;0.0486;0.5332;
7.8717;-0.0586;-0.0424;-1.7907;0.0537;0.0111;-1.4759;-0.0368;0.1226;-0.6690;-0.2159;0.2667;-2.3272;0.0963;0.2129;-3.4801;
7.8766;-0.0504;-0.3289;-2.2358;0.0559;-0.2939;-0.9322;-0.1092;-0.2162;-0.6702;-0.2693;0.0779;-3.2728;0.1084;0.0512;-3.4459;
7.8815;-0.1081;-0.3353;1.0582;-0.1899;-0.1933;-1.4973;0.0122;-0.1718;-3.2706;-0.0318;-0.0425;-2.2098;0.0257;-0.0811;-1.1151;
7.8864;-0.0442;-0.0963;0.8365;-0.1726;0.0185;-1.2406;-0.0334;-0.0467;-4.0622;0.1007;-0.0353;-2.4668;0.0459;-0.0557;0.9837;
7.8913;-0.0117;0.2543;-1.9130;0.0910;0.2716;-2.5078;0.1177;0.1934;-1.6944;-0.0111;0.1518;-1.5621;0.1208;0.1158;-1.7344;
7.8961;0.0418;0.1846;-4.0800;0.2748;0.1242;-2.7634;0.1750;0.0075;-0.2986;-0.0531;0.0379;-1.4550;0.1687;-0.0361;-2.4863;
7.9010;0.0220;0.0329;-1.8141;0.0938;0.0315;-2.5799;0.1877;-0.1192;-2.1611;0.1367;-0.1371;-0.9565;0.1011;-0.2106;0.0941;
7.9059;-0.0232;0.0564;0.8464;-0.1095;0.1809;-2.1797;0.1756;0.0579;-3.7358;0.2404;-0.0546;-0.5403;0.0311;-0.1281;1.7331;
7.9108;-0.0004;0.0277;-0.7857;0.0051;0.1528;-1.0656;-0.0010;0.1509;-1.9043;0.0338;0.1105;-1.6445;0.0690;0.0404;0.0516;
7.9157;-0.0341;-0.0819;-1.9315;0.1185;-0.0155;-1.0890;0.0157;0.0901;0.5488;-0.2266;0.2273;-1.4576;0.0843;0.1670;-3.6746;
7.9206;-0.0251;-0.3462;-0.7616;0.0086;-0.3453;0.2136;-0.1071;-0.2513;-0.2027;-0.1733;0.0232;-2.0745;0.0412;0.0046;-1.9119;
7.9254;-0.0733;-0.1869;2.6032;-0.2312;-0.1480;0.3019;-0.0542;-0.1052;-2.2449;0.0248;-0.0132;-0.9575;-0.0593;0.0005;0.6024;
7.9303;-0.0271;0.1467;1.5930;-0.1279;0.1425;0.4837;-0.0603;0.0612;-1.3749;0.0322;0.0219;-0.6367;-0.0396;0.0699;0.8738;
7.9352;0.0289;0.2602;-1.6964;0.1631;0.2068;-0.0063;-0.0002;0.1201;1.5252;-0.1065;0.0331;-0.0529;0.0129;0.0290;-1.3006;
7.9401;0.0343;0.1142;-1.8497;0.2099;0.0720;-0.5413;0.1327;0.0073;2.0060;-0.0452;-0.0251;1.1812;-0.0213;-0.0947;-1.1087;
7.9450;0.0505;-0.0629;0.4580;0.0238;-0.0487;0.2900;0.0781;-0.0708;-0.1259;0.1970;-0.0905;1.4050;-0.0730;-0.1799;2.8648;
7.9499;0.0087;0.0545;2.1466;-0.0795;0.1844;0.2537;0.1150;0.2563;-0.4755;0.2356;0.0983;2.3020;-0.1229;-0.0176;2.9838;
7.9547;0.0599;0.0937;-0.4445;0.1246;0.1358;1.3305;-0.0314;0.1697;2.1408;-0.0276;0.1144;1.1358;-0.0687;0.0636;0.6221;
7.9596;0.0327;-0.0098;-0.7091;0.1690;-0.0405;1.5237;-0.0364;0.0111;3.6424;-0.1960;0.0377;1.2040;-0.0643;0.0389;-1.8534;
7.9645;0.0213;-0.1738;1.9341;-0.0412;-0.2589;2.5264;-0.0943;-0.2231;1.8334;-0.0673;-0.1065;0.9638;-0.1294;-0.0512;0.4536;
7.9694;0.0221;-0.0554;4.0011;-0.1902;-0.1499;3.0132;-0.1232;-0.1097;0.2810;0.0821;-0.0450;1.0916;-0.1556;0.0642;2.5586;
7.9743;0.0482;0.1383;2.2300;-0.0124;0.0880;2.3611;-0.0490;0.1569;1.9930;-0.0119;0.1133;1.6451;-0.1153;0.1630;0.6484;
7.9791;0.1255;0.0595;-1.1751;0.2658;0.0028;2.1147;-0.0316;0.0231;4.1308;-0.1166;0.0144;1.4044;-0.0396;0.0220;-0.6898;
7.9840;0.0930;-0.0670;0.1048;0.1807;-0.0408;1.0231;0.1406;-0.0205;3.0213;0.0534;-0.0675;2.8164;-0.0929;-0.1317;0.4318;
7.9889;0.1115;-0.1268;1.8690;0.0181;-0.0620;1.4482;0.0981;-0.0188;0.5900;0.2930;-0.0954;2.6518;-0.1145;-0.1739;4.1662;
7.9938;0.0900;0.1438;1.6278;0.0418;0.1803;0.9483;0.1291;0.2477;0.9977;0.2286;0.1160;2.8677;-0.1040;0.0574;2.9686;
7.9987;0.1001;0.2246;-1.0658;0.2329;0.1600;1.0954;0.0560;0.1670;3.2670;-0.0433;0.1115;1.8467;-0.0391;0.1043;-0.2645;
8.0036;0.0598;0.0402;-0.7455;0.1687;-0.0674;1.4786;-0.0333;-0.1126;3.0624;-0.1244;-0.1012;0.9819;-0.0516;-0.0496;-0.8989;
8.0084;-0.0222;-0.0909;2.7238;-0.1402;-0.1469;1.6197;-0.0446;-0.1978;0.3238;0.0074;-0.1541;0.9440;-0.1331;-0.0758;0.9467;
8.0133;-0.0120;-0.1071;2.9502;-0.1966;-0.1157;2.1421;-0.1643;-0.0663;-0.6249;0.0342;-0.0046;-0.1201;-0.1105;0.0504;1.9777;
8.0182;-0.0192;0.0075;0.5282;0.0032;0.0504;0.8484;-0.0633;0.2074;1.3304;-0.1480;0.2553;0.1907;-0.0582;0.2210;-1.4241;
8.0231;0.0273;-0.1225;-1.9833;0.1760;-0.1063;0.4219;-0.0491;-0.0410;2.1211;-0.1821;0.0867;-0.3808;0.0061;0.0227;-1.8947;
8.0280;-0.0111;-0.1474;-0.0575;0.0154;-0.0578;-0.6613;0.0849;-0.0729;-0.2658;0.0545;-0.1009;0.5486;-0.0387;-0.2088;0.4163;
8.0329;-0.0033;0.0743;1.0861;-0.0909;0.1592;-1.0184;0.1201;0.0423;-2.2741;0.2515;-0.0945;0.6036;-0.0516;-0.1713;2.7444;
8.0377;0.0243;0.3307;-1.1182;0.0731;0.3244;-1.3932;0.0994;0.2080;-1.0124;0.1125;0.0711;-0.0241;0.0310;0.0246;0.8826;
8.0426;0.0026;0.2661;-2.9313;0.2094;0.2155;-1.9559;0.1286;0.1438;0.6610;-0.1007;0.1157;-0.3939;0.0791;0.0688;-2.4425;
8.0475;-0.0147;-0.0729;-1.7444;0.0644;-0.1255;-1.1022;-0.0023;-0.2136;-0.7976;-0.0797;-0.0877;-1.6484;0.0605;-0.0821;-1.1656;
8.0524;-0.0994;-0.1926;1.7989;-0.2277;-0.0853;-1.1365;0.0080;-0.0951;-3.3454;0.0524;-0.0312;-1.4735;-0.0109;-0.0422;0.1988;
8.0573;-0.0686;-0.1718;0.7804;-0.1728;-0.0353;-0.5538;-0.1141;0.0233;-2.9800;-0.0423;0.1208;-2.6701;0.0373;0.0983;-0.2666;
8.0622;-0.0536;-0.0860;-1.8061;0.0520;-0.0035;-1.3708;-0.0433;0.0961;-0.7292;-0.2318;0.2504;-2.6081;0.1022;0.2050;-3.5707;
8.0670;-0.0285;-0.1844;-2.3391;0.1016;-0.1376;-1.7997;0.0354;-0.1131;-0.8643;-0.1611;0.0627;-2.3834;0.1195;-0.0164;-3.0874;
8.0719;-0.0141;-0.0909;-0.2938;-0.0520;-0.0463;-1.9962;0.0936;-0.1514;-3.3372;0.1259;-0.1238;-1.8034;0.0785;-0.1830;0.4850;
8.0768;-0.0135;0.2454;0.2443;-0.0671;0.3113;-2.7013;0.1967;0.1262;-3.8781;0.2307;-0.0279;-0.8894;0.0699;-0.0810;1.1786;
8.0817;0.0436;0.3122;-2.9881;0.1777;0.3154;-2.4925;0.1262;0.1552;-1.5381;0.0533;0.0297;-1.5429;0.1425;-0.0338;-0.7035;
8.0866;0.0034;0.1334;-3.4163;0.2193;0.1348;-2.8745;0.1862;0.0422;-0.3108;-0.0738;0.0596;-1.0812;0.1407;-0.0140;-2.8314;
8.0915;-0.0169;-0.2313;-1.0079;-0.0013;-0.1713;-1.5666;0.0495;-0.1815;-2.1537;0.0308;-0.0521;-1.7036;0.0658;-0.1172;-0.2837;
8.0963;-0.0736;-0.2330;1.7439;-0.2140;-0.0790;-0.9344;-0.0029;0.0054;-3.4906;0.0851;0.0753;-1.5524;-0.0002;0.0255;0.8103;
8.1012;-0.0598;-0.0789;0.2939;-0.0893;0.0168;-0.3922;-0.0736;0.0868;-1.5749;-0.0999;0.1893;-1.9664;0.0266;0.1889;-1.2531;
8.1061;-0.0212;-0.0974;-1.9142;0.1034;-0.1023;-0.1550;-0.1000;-0.0617;0.6930;-0.2577;0.0808;-2.1268;0.0759;0.0859;-3.2605;
8.1110;-0.0332;-0.0922;-0.3419;0.0161;-0.1346;-0.4718;0.0223;-0.1768;-0.1299;-0.1137;-0.0699;-0.8879;0.0094;-0.0659;-1.8564;
8.1159;0.0087;0.0240;1.3580;-0.1056;-0.0249;0.0893;0.0078;-0.1424;-1.9995;0.1516;-0.1406;-0.4435;-0.0289;-0.1262;2.1337;
8.1208;0.0090;0.2737;0.8332;-0.0191;0.3002;-0.6464;0.1195;0.2377;-0.9752;0.1601;0.0501;0.9138;-0.0295;-0.0100;1.4295;
8.1256;0.0684;0.2241;-2.3952;0.2429;0.2163;-0.3799;0.0851;0.1363;1.7749;-0.0196;0.0457;0.7011;0.0150;-0.0283;-0.4093;
8.1305;0.0372;-0.0264;-1.7466;0.2012;0.0085;-0.2763;0.1050;0.0036;2.0646;-0.0309;-0.0264;1.2946;-0.0324;-0.1259;-0.6096;
8.1354;0.0009;-0.1959;1.5270;-0.0639;-0.1086;0.7253;0.0341;-0.0442;0.0153;0.1143;-0.0450;1.4015;-0.1152;-0.1250;2.0399;
8.1403;0.0004;-0.0655;2.5943;-0.1466;-0.0312;1.8217;-0.0865;0.0519;-0.1692;0.0891;0.0781;0.9086;-0.1301;0.0909;2.4888;
8.1452;-0.0026;0.0813;0.9558;0.0209;0.0479;1.8616;-0.0842;0.1480;2.3779;-0.1537;0.1694;0.9357;-0.1004;0.2064;-0.9395;
8.1501;0.0498;-0.0223;-0.4735;0.1410;-0.1626;2.5410;-0.1514;-0.1605;3.6337;-0.2434;-0.0458;0.3217;-0.0604;0.0419;-1.6071;
8.1549;0.0233;-0.0470;2.2050;-0.0340;-0.1348;2.1210;-0.0273;-0.1617;1.8066;-0.0195;-0.1310;1.5792;-0.1396;-0.0642;0.4872;
8.1598;0.0722;-0.0111;3.0639;-0.0881;-0.0158;2.3625;-0.0230;-0.0020;0.4263;0.1824;-0.0704;1.7983;-0.1338;-0.0629;3.3363;
8.1647;0.1094;0.1542;0.9208;0.1178;0.1812;1.4960;0.0767;0.2544;2.1566;0.1196;0.1367;2.4643;-0.0799;0.0765;1.6660;
8.1696;0.1423;0.0896;-1.5919;0.3276;0.1081;0.9622;0.1377;0.1761;4.0593;-0.0029;0.1149;2.6142;-0.0327;0.0100;-0.2392;
8.1745;0.1282;-0.0840;-0.4451;0.2134;-0.0628;1.2165;0.1054;-0.0332;2.8009;0.0984;-0.0836;2.4587;-0.0673;-0.1688;1.3906;
8.1794;0.0566;0.0137;2.7141;-0.0542;0.0363;1.2896;0.1084;0.0199;0.5133;0.2214;-0.0696;2.7442;-0.1385;-0.0749;3.0928;
8.1842;0.0667;0.1322;1.8669;-0.0209;0.0824;2.1372;-0.0598;0.0881;1.0166;0.0891;0.0333;1.3607;-0.1031;0.0916;2.3256;
8.1891;0.0297;0.1596;0.0701;0.1151;0.0610;1.6505;-0.0502;0.1169;3.1261;-0.1816;0.1461;1.0417;-0.0630;0.2158;-1.6482;
8.1940;0.0266;-0.1027;-0.0977;0.0886;-0.2172;1.9997;-0.1195;-0.1931;2.7232;-0.1979;-0.0225;0.1756;-0.0638;0.0556;-1.3822;
8.1989;-0.0195;-0.2371;2.5076;-0.1412;-0.2042;1.6083;-0.0772;-0.1413;0.0686;0.0098;-0.0741;0.5587;-0.1205;-0.0710;1.1193;
8.2038;-0.0113;-0.0717;2.3936;-0.1387;0.0378;0.9622;-0.0241;0.0982;-0.6913;0.0990;0.0658;0.7296;-0.1066;0.0158;1.8960;
8.2087;0.0464;0.0881;-1.1108;0.1344;0.1541;0.1411;0.0112;0.2002;1.1918;-0.0224;0.1547;0.3843;-0.0036;0.0562;-0.1140;
8.2135;0.0340;0.0898;-2.3661;0.2356;0.1174;-1.1195;0.1471;0.1160;1.7780;-0.0551;0.0677;0.8940;0.0172;-0.0649;-1.5481;
8.2184;0.0317;0.0248;-0.8282;0.0689;-0.0067;-0.8336;0.0981;-0.1474;-0.6098;0.1276;-0.1681;0.2908;-0.0015;-0.2284;1.3169;
8.2233;-0.0288;0.1761;1.3564;-0.1193;0.2042;-1.1967;0.1152;0.0759;-2.3957;0.2076;-0.0703;0.4384;-0.0443;-0.0994;2.0267;
8.2282;-0.0181;0.2140;-0.6151;-0.0006;0.2047;-0.7679;-0.0127;0.1161;-1.0844;-0.0111;0.0663;-1.0168;0.0272;0.0753;-0.1420;
8.2331;-0.0437;0.0075;-2.1579;0.1006;-0.0176;-0.9560;-0.0390;-0.0161;0.4127;-0.2404;0.1169;-1.7396;0.0630;0.1329;-3.2145;
8.2380;-0.0819;-0.3341;-0.5674;-0.0502;-0.2790;-0.8520;-0.0517;-0.2009;-1.0984;-0.1695;0.0226;-2.0581;0.0312;-0.0033;-2.2449;
8.2428;-0.0811;-0.3562;1.4243;-0.2244;-0.2385;-0.6078;-0.0851;-0.1750;-3.4476;0.0183;-0.0019;-2.3270;0.0044;-0.0256;0.4690;
8.2477;-0.0708;-0.0335;0.5579;-0.1266;0.1037;-1.5727;0.0208;0.1358;-2.9072;0.0151;0.1519;-1.7570;0.0419;0.0987;-0.5940;
8.2526;0.0159;0.0952;-3.1039;0.1695;0.1267;-1.9268;0.0425;0.0562;-0.7772;-0.1063;0.0691;-2.2201;0.1389;0.0004;-2.2642;
8.2575;0.0089;0.1160;-2.8900;0.1813;0.0974;-2.9294;0.1947;-0.0592;-1.0302;-0.0143;-0.0688;-1.2257;0.1384;-0.1394;-2.2242;
8.2624;0.0178;0.0549;-0.7908;0.0065;0.0602;-2.5139;0.1775;-0.1262;-3.3628;0.2078;-0.1714;-1.2267;0.0953;-0.2392;1.0978;
8.2673;-0.0032;0.1610;-0.0313;-0.0537;0.2271;-2.3926;0.1490;0.1195;-3.6870;0.2116;0.0102;-1.1581;0.0788;-0.0547;1.2393;
8.2721;-0.0148;0.1217;-2.0243;0.0930;0.1815;-2.1456;0.0851;0.1409;-1.3722;-0.0463;0.1512;-1.6754;0.1157;0.0995;-1.8481;
8.2770;-0.0245;-0.2063;-2.7095;0.1237;-0.1459;-1.3600;-0.0265;-0.1105;-0.3268;-0.2023;0.0529;-2.4335;0.1148;0.0056;-3.0414;
8.2819;-0.0871;-0.3497;0.4665;-0.1212;-0.2398;-1.0471;-0.0110;-0.1692;-2.1083;-0.0775;0.0159;-1.8704;0.0217;-0.0129;-1.4479;
8.2868;-0.0597;-0.2231;1.7235;-0.2183;-0.1466;-0.0866;-0.1021;-0.1014;-3.2187;0.0358;0.0459;-2.1840;-0.0017;0.0640;0.8342;
8.2917;-0.0458;0.0870;0.1438;-0.0474;0.1162;-0.7039;-0.0163;0.1543;-1.2454;-0.0658;0.1707;-1.3217;0.0304;0.1673;-1.2332;
8.2966;0.0221;0.1416;-2.4981;0.1868;0.0638;-0.7744;0.0247;-0.0420;0.8394;-0.1462;0.0019;-1.1141;0.0799;0.0003;-2.3075;
8.3014;0.0241;0.0805;-1.2289;0.1129;0.0395;-0.9881;0.1114;-0.1142;-0.0493;0.0282;-0.1622;-0.0026;0.0190;-0.2059;-0.3445;
8.3063;0.0129;0.1021;1.1011;-0.0522;0.1608;-0.7708;0.1406;0.0600;-1.7252;0.2358;-0.0920;0.8917;-0.0384;-0.1783;2.4447;
8.3112;0.0385;0.1512;0.1979;0.0219;0.2197;-0.1414;0.0640;0.2074;-0.5975;0.1555;0.0997;0.6843;-0.0259;0.0079;2.0152;
8.3161;0.0168;0.0562;-1.3684;0.1657;0.1223;-0.1370;0.0628;0.2192;1.9911;-0.0894;0.1976;0.9282;-0.0183;0.0859;-1.3061;
8.3210;0.0208;-0.2001;-0.8930;0.1098;-0.1947;1.1327;-0.0687;-0.1342;2.0996;-0.1400;-0.0109;0.2101;-0.0462;-0.0467;-0.8355;
8.3259;-0.0396;-0.1623;2.7242;-0.1593;-0.1456;1.6177;-0.0663;-0.1049;0.1569;0.0046;-0.0493;0.8506;-0.1466;-0.0141;1.0911;
8.3307;-0.0095;0.0185;3.0540;-0.1717;-0.0066;2.4064;-0.1431;0.0246;0.1361;0.0155;0.0290;0.5714;-0.1395;0.1070;1.8217;
8.3356;0.0348;0.1700;0.6026;0.0642;0.0665;2.0836;-0.0973;0.0998;2.5822;-0.1294;0.1169;0.8597;-0.0811;0.1916;-0.5730;
8.3405;0.0700;0.0500;-0.5818;0.1946;-0.0495;1.5852;0.0105;-0.0340;3.6117;-0.1280;0.0092;1.5506;-0.0680;0.0218;-1.1860;
8.3454;0.0969;-0.0921;0.9697;0.0807;-0.1026;1.6898;0.0435;-0.1051;1.7711;0.1226;-0.1364;2.0556;-0.1014;-0.1816;2.1144;
8.3503;0.0831;0.0534;2.5689;-0.0170;0.1497;1.1651;0.1440;0.1709;0.5730;0.2797;-0.0041;3.1049;-0.1272;-0.0838;3.5237;
8.3552;0.1383;0.1308;0.1715;0.1717;0.1867;1.4891;0.0691;0.2438;2.2728;0.1429;0.1000;2.3840;-0.0665;0.0099;2.1726;
8.3600;0.1131;0.1022;-1.0556;0.2752;0.0766;1.1223;0.1037;0.1474;3.9353;-0.0430;0.1071;2.4028;-0.0408;0.0495;-0.6540;
8.3649;0.0827;-0.0742;0.5579;0.1087;-0.1706;1.9053;0.0083;-0.1645;2.5679;-0.0039;-0.0935;1.6955;-0.0848;-0.0637;0.6347;
8.3698;0.0229;-0.0531;3.3005;-0.1403;-0.1124;2.3550;-0.0646;-0.1109;0.4318;0.0924;-0.1100;1.4124;-0.1459;-0.0247;2.3502;
8.3747;0.0073;0.1042;2.6240;-0.0981;0.0580;2.2471;-0.0959;0.0733;1.0295;-0.0179;0.0575;1.0273;-0.1280;0.1571;0.9731;
8.3796;0.0416;0.0145;-0.3803;0.1204;-0.0437;1.9904;-0.1263;0.0245;2.9502;-0.1908;0.0979;0.3102;-0.0543;0.1509;-1.2884;
8.3845;0.0106;-0.1757;-0.1658;0.0964;-0.1675;0.9079;0.0059;-0.0611;2.3844;-0.1261;0.0352;1.0331;-0.0709;-0.0102;-1.2345;
8.3893;0.0281;-0.2131;1.2598;-0.0457;-0.1602;0.8249;0.0106;-0.1271;-0.1718;0.1341;-0.0769;0.9406;-0.0880;-0.1434;2.2794;
